R0, 0      , #  Snf4_[Sip2]_ppi+_Sip2_[ASC]
R1, 0      , #  Mig1_[SUC2gene]_i-_SUC2gene_[Mig1]
R2, 0      , #  XX_nimp_Mig1
R3, 0      , #  Snf4_[Gal83]_ppi+_Gal83_[GBD]
R4, 0      , #  Glc7_[Reg1]_ppi-_Reg1_[Glc7]
R5, 0      , #  Snf1_[Cterminus]_ppi-_Snf4_[Snf1]
R6, 0      , #  Sak1_[Snf1]_ppi-_Snf1_[Sak1]
R7, 0      , #  Snf1_[Snf1RD]_ppi+_Sip2_[Snf1]
R8, 0      , #  IR_ap+_IR_[JM(Y972)]
R9, 0      , #  Snf4_[Sip2]_ppi-_Sip2_[ASC]
R10, 0      , #  Gal83_[Snf4]_ppi-_Snf4_[Gal83]
R11, 0      , #  Glc7_p-_Mig1_[(Glc7)]
R12, 0      , #  Snf1_nexp_Mig1
R13, 0      , #  Sak1_p+_Snf1_[activationloop(Thr210)]
R14, 0      , #  Elm1_p+_Snf1_[activationloop(Thr210)]
R15, 0      , #  Snf4_[Sip1]_ppi+_Sip1_[ASC]
R16, 0      , #  Hxk2_[K6M15]_ppi+_Mig1_[hxk2]
R17, 0      , #  Snf1_[Snf1RD]_ppi+_Gal83_[Snf1]
R18, 0      , #  Glc7_p-_Snf1_[activationloop(Thr210)]
R19, 0      , #  Mig1C_[dnab]_bind-_SUC2geneGene_[Mig1C]
R20, 0      , #  Sip1_[Snf4]_ppi+_Snf4_[Sip1]
R21, 0      , #  Snf1_[Cterminus]_ppi+_Snf4_[Snf1]
R22, 0      , #  XX_p+_Snf1_[activationloop(Ser214)]
R23, 0      , #  Snf1_[Snf1RD]_ppi-_Sip2_[Snf1]
R24, 0      , #  Sak1_[Snf1]_ppi+_Snf1_[Sak1]
R25, 0      , #  Insulin_[IR]_i+_IR_[IBD]
R26, 0      , #  xx_nimp_Hxk2
R27, 0      , #  Insulin_[IR]_i-_IR_[IBD]
R28, 0      , #  Snf4_[Sip1]_ppi-_Sip1_[ASC]
R29, 0      , #  Glc7_[Reg1]_ppi+_Reg1_[Glc7]
R30, 0      , #  Hxk2_[K6M15]_ppi-_Mig1_[hxk2]
R31, 0      , #  Snf1_p+_Mig1_[(Snf1)]
R32, 0      , #  Tos3_p+_Snf1_[activationloop(Thr210)]
R33, 0      , #  Snf1_[Snf1RD]_ppi-_Sip1_[Snf1]
R34, 0      , #  Snf4_[CBS]_i+_ADP_[Snf4]
R35, 0      , #  Snf1_[Snf1RD]_ppi+_Sip1_[Snf1]
R36, 0      , #  Sip2_[Snf4]_ppi+_Snf4_[Sip2]
R37, 0      , #  Snf4_[CBS]_i-_ADP_[Snf4]
R38, 0      , #  Mig1_[SUC2gene]_i+_SUC2gene_[Mig1]
R39, 0      , #  Gal83_[Snf4]_ppi+_Snf4_[Gal83]
R40, 0      , #  POLII_trsc_SUC2geneGene
R41, 0      , #  Snf1_[Snf1RD]_ppi-_Gal83_[Snf1]
R42, 0      , #  Mig1C_[dnab]_bind+_SUC2geneGene_[Mig1C]
R43, 0      , #  Snf4_[Gal83]_ppi-_Gal83_[GBD]
R44, 0      , #  Sip2_[Snf4]_ppi-_Snf4_[Sip2]
R45, 0      , #  Sip1_[Snf4]_ppi-_Snf4_[Sip1]
S0, 0      , #  Gal83_[Snf4]--Snf4_[Gal83]
S1, 1      , #  Snf4_[Gal83]--0
S2, 0      , #  Snf4_[Gal83]--Gal83_[GBD]
S3, 0      , #  Snf4_[CBS]--ADP_[Snf4]
S4, 1      , #  Snf4_[CBS]--0
S5, 0      , #  Snf4_[Sip2]--Sip2_[ASC]
S6, 1      , #  Snf4_[Sip2]--0
S7, 0      , #  Sip2_[Snf4]--Snf4_[Sip2]
S8, 0      , #  Snf1_[Cterminus]--Snf4_[Snf1]
S9, 1      , #  Snf4_[Snf1]--0
S10, 0      , #  Sip1_[Snf4]--Snf4_[Sip1]
S11, 0      , #  Snf4_[Sip1]--Sip1_[ASC]
S12, 1      , #  Snf4_[Sip1]--0
S13, 1      , #  Sip2_[ASC]--0
S14, 1      , #  Sip2_[Snf4]--0
S15, 0      , #  Snf1_[Snf1RD]--Sip2_[Snf1]
S16, 1      , #  Sip2_[Snf1]--0
S17, 0      , #  Mig1_[(loc)]-{nucleus}
S18, 1      , #  Mig1_[(loc)]-{0}
S19, 1      , #  Mig1_[SUC2gene]--0
S20, 0      , #  Mig1_[SUC2gene]--SUC2gene_[Mig1]
S21, 1      , #  Mig1_[hxk2]--0
S22, 0      , #  Hxk2_[K6M15]--Mig1_[hxk2]
S23, 0      , #  Mig1_[(Snf1)]-{p}
S24, 1      , #  Mig1_[(Snf1)]-{0}
S25, 1      , #  Mig1_[(Glc7)]-{0}
S26, 0      , #  Mig1_[(Glc7)]-{p}
S27, 1      , #  SUC2gene_[Mig1]--0
S28, 1      , #  XX
S29, 0      , #  Snf1_[Snf1RD]--Gal83_[Snf1]
S30, 1      , #  Gal83_[Snf1]--0
S31, 1      , #  Gal83_[GBD]--0
S32, 1      , #  Gal83_[Snf4]--0
S33, 1      , #  Glc7_[Reg1]--0
S34, 0      , #  Glc7_[Reg1]--Reg1_[Glc7]
S35, 1      , #  Reg1_[Glc7]--0
S36, 0      , #  Snf1_[activationloop(Thr210)]-{p}
S37, 1      , #  Snf1_[activationloop(Thr210)]-{0}
S38, 1      , #  Snf1_[Cterminus]--0
S39, 1      , #  Snf1_[Sak1]--0
S40, 0      , #  Sak1_[Snf1]--Snf1_[Sak1]
S41, 1      , #  Snf1_[activationloop(Ser214)]-{0}
S42, 0      , #  Snf1_[activationloop(Ser214)]-{p}
S43, 1      , #  Snf1_[Snf1RD]--0
S44, 0      , #  Snf1_[Snf1RD]--Sip1_[Snf1]
S45, 1      , #  Sak1_[Snf1]--0
S46, 0      , #  Insulin_[IR]--IR_[IBD]
S47, 1      , #  IR_[JM(Y972)]-{0}
S48, 0      , #  IR_[JM(Y972)]-{p}
S49, 1      , #  IR_[IBD]--0
S50, 1      , #  Elm1
S51, 1      , #  Sip1_[ASC]--0
S52, 1      , #  Sip1_[Snf1]--0
S53, 1      , #  Sip1_[Snf4]--0
S54, 1      , #  Hxk2_[K6M15]--0
S55, 1      , #  Hxk2_[(loc)]-{0}
S56, 0      , #  Hxk2_[(loc)]-{nucleus}
S57, 0      , #  Mig1C_[dnab]--SUC2geneGene_[Mig1C]
S58, 1      , #  Mig1C_[dnab]--0
S59, 1      , #  SUC2geneGene_[Mig1C]--0
S60, 1      , #  Insulin_[IR]--0
S61, 1      , #  xx
S62, 1      , #  Tos3
S63, 1      , #  ADP_[Snf4]--0
S64, 1      , #  POLII
S65, 1      , #  SUC2genemRNA
